Title,Authors,Year,PDF Link
"Spatio-Angular Convolutions for Super-resolution in Diffusion MRI","Matthew Lyon, Paul Armitage, Mauricio A Álvarez","2023","https://papers.nips.cc/paper_files/paper/2023/file/294de0fa7149adcb88aa3119c239c63e-Abstract-Conference.html-Paper.pdf"
"Disentangled Counterfactual Learning for Physical Audiovisual Commonsense Reasoning","Changsheng Lv, Shuai Zhang, Yapeng Tian, Mengshi Qi, Huadong Ma","2023","https://papers.nips.cc/paper_files/paper/2023/file/29571f8fda54fe93631c41aad4215abc-Abstract-Conference.html-Paper.pdf"
"Protein Design with Guided Discrete Diffusion","Nate Gruver, Samuel Stanton, Nathan Frey, Tim G. J. Rudner, Isidro Hotzel, Julien Lafrance-Vanasse, Arvind Rajpal, Kyunghyun Cho, Andrew G. Wilson","2023","https://papers.nips.cc/paper_files/paper/2023/file/29591f355702c3f4436991335784b503-Abstract-Conference.html-Paper.pdf"
"Adaptive whitening with fast gain modulation and slow synaptic plasticity","Lyndon Duong, Eero Simoncelli, Dmitri Chklovskii, David Lipshutz","2023","https://papers.nips.cc/paper_files/paper/2023/file/297fe652867e4897e9f1fe1cd715de19-Abstract-Conference.html-Paper.pdf"
"Tanh Works Better with Asymmetry","Dongjin Kim, Woojeong Kim, Suhyun Kim","2023","https://papers.nips.cc/paper_files/paper/2023/file/298281b9e89197195eb461e68ad20136-Abstract-Conference.html-Paper.pdf"
"Constraint-Conditioned Policy Optimization for Versatile Safe Reinforcement Learning","Yihang Yao, ZUXIN LIU, Zhepeng Cen, Jiacheng Zhu, Wenhao Yu, Tingnan Zhang, DING ZHAO","2023","https://papers.nips.cc/paper_files/paper/2023/file/29906cbd165b78991da2c4dbabc2a04b-Abstract-Conference.html-Paper.pdf"
"Prompt Pre-Training with Twenty-Thousand Classes for Open-Vocabulary Visual Recognition","Shuhuai Ren, Aston Zhang, Yi Zhu, Shuai Zhang, Shuai Zheng, Mu Li, Alexander J. Smola, Xu Sun","2023","https://papers.nips.cc/paper_files/paper/2023/file/29962c2c9daf1fbd92530a7c958dfc2b-Abstract-Conference.html-Paper.pdf"
"Composing Parameter-Efficient Modules with Arithmetic Operation","Jinghan Zhang, shiqi chen, Junteng Liu, Junxian He","2023","https://papers.nips.cc/paper_files/paper/2023/file/299a08ee712d4752c890938da99a77c6-Abstract-Conference.html-Paper.pdf"
"UltraRE: Enhancing RecEraser for Recommendation Unlearning via Error Decomposition","Yuyuan Li, Chaochao Chen, Yizhao Zhang, Weiming Liu, Lingjuan Lyu, Xiaolin Zheng, Dan Meng, Jun Wang","2023","https://papers.nips.cc/paper_files/paper/2023/file/29a0ea49a103a233b17c0705cdeccb66-Abstract-Conference.html-Paper.pdf"
"WCLD: Curated Large Dataset of Criminal Cases from Wisconsin Circuit Courts","Elliott Ash, Naman Goel, Nianyun Li, Claudia Marangon, Peiyao Sun","2023","https://papers.nips.cc/paper_files/paper/2023/file/29c80c549ed67ddd7259559c1bb07c1b-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"Weitzman's Rule for Pandora's Box with Correlations","Evangelia Gergatsouli, Christos Tzamos","2023","https://papers.nips.cc/paper_files/paper/2023/file/29d319f7c1513c9ecd81d3a6e9632a6e-Abstract-Conference.html-Paper.pdf"
"Compositional Sculpting of Iterative Generative Processes","Timur Garipov, Sebastiaan De Peuter, Ge Yang, Vikas Garg, Samuel Kaski, Tommi Jaakkola","2023","https://papers.nips.cc/paper_files/paper/2023/file/29dd9e016b7b2f15ceb0ea93dbf1fa53-Abstract-Conference.html-Paper.pdf"
"Face Reconstruction from Facial Templates by Learning Latent Space of a Generator Network","Hatef Otroshi Shahreza, Sébastien Marcel","2023","https://papers.nips.cc/paper_files/paper/2023/file/29e4b51d45dc8f534260adc45b587363-Abstract-Conference.html-Paper.pdf"
"Triangulation Residual Loss for Data-efficient 3D Pose Estimation","Jiachen Zhao, Tao Yu, Liang An, Yipeng Huang, Fang Deng, Qionghai Dai","2023","https://papers.nips.cc/paper_files/paper/2023/file/29e8437db7b549160ce03d336ff66f65-Abstract-Conference.html-Paper.pdf"
"A Long $N$-step Surrogate Stage Reward for Deep Reinforcement Learning","Junmin Zhong, Ruofan Wu, Jennie Si","2023","https://papers.nips.cc/paper_files/paper/2023/file/29ef811e72b2b97cf18dd5d866b0f472-Abstract-Conference.html-Paper.pdf"
"CODA: Generalizing to Open and Unseen Domains with Compaction and Disambiguation","Chaoqi Chen, Luyao Tang, Yue Huang, Xiaoguang Han, Yizhou Yu","2023","https://papers.nips.cc/paper_files/paper/2023/file/29f3514801f3f327d808799f5ac122ba-Abstract-Conference.html-Paper.pdf"
"Scale-Space Hypernetworks for Efficient Biomedical Image Analysis","Jose Javier Gonzalez Ortiz, John Guttag, Adrian Dalca","2023","https://papers.nips.cc/paper_files/paper/2023/file/29f421fbdcc82aeb349d784d3aaccdb3-Abstract-Conference.html-Paper.pdf"
"Follow-ups Also Matter: Improving Contextual Bandits via Post-serving Contexts","Chaoqi Wang, Ziyu Ye, Zhe Feng, Ashwinkumar Badanidiyuru Varadaraja, Haifeng Xu","2023","https://papers.nips.cc/paper_files/paper/2023/file/29f47df77b7e536ebd0fe5e0cc964a32-Abstract-Conference.html-Paper.pdf"
"Offline Minimax Soft-Q-learning Under Realizability and Partial Coverage","Masatoshi Uehara, Nathan Kallus, Jason D. Lee, Wen Sun","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a095b46705d7e6f81fc50270fe770c2-Abstract-Conference.html-Paper.pdf"
"Restless Bandits with Average Reward: Breaking the Uniform Global Attractor Assumption","Yige Hong, Qiaomin Xie, Yudong Chen, Weina Wang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a0babff3ddd4ba12062219ec161ce86-Abstract-Conference.html-Paper.pdf"
"Smooth Flipping Probability for Differential Private Sign Random Projection Methods","Ping Li, Xiaoyun Li","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a128987fe57b27fa0c7a0b748b0fa1e-Abstract-Conference.html-Paper.pdf"
"Idempotent Learned Image Compression with Right-Inverse","Yanghao Li, Tongda Xu, Yan Wang, Jingjing Liu, Ya-Qin Zhang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a25d9d873e9ae6d242c62e36f89ee3a-Abstract-Conference.html-Paper.pdf"
"A Simple Yet Effective Strategy to Robustify the Meta Learning Paradigm","Qi Wang, Yiqin Lv, yanghe feng, Zheng Xie, Jincai Huang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a28bea6298d106eed091ac403d8c22b-Abstract-Conference.html-Paper.pdf"
"Stabilized Neural Differential Equations for Learning Dynamics with Explicit Constraints","Alistair White, Niki Kilbertus, Maximilian Gelbrecht, Niklas Boers","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a4179ef39846557e99f6bfac580ea2e-Abstract-Conference.html-Paper.pdf"
"On the Importance of Exploration for Generalization in Reinforcement Learning","Yiding Jiang, J. Zico Kolter, Roberta Raileanu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a4310c4fd24bd336aa2f64f93cb5d39-Abstract-Conference.html-Paper.pdf"
"Uniform Convergence with Square-Root Lipschitz Loss","Lijia Zhou, Zhen Dai, Frederic Koehler, Nati Srebro","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a50f08293e5f635655e8bec8f013d99-Abstract-Conference.html-Paper.pdf"
"A Fractional Graph Laplacian Approach to Oversmoothing","Sohir Maskey, Raffaele Paolino, Aras Bacho, Gitta Kutyniok","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a514213ba899f2911723a38be8d4096-Abstract-Conference.html-Paper.pdf"
"On the Convergence and Sample Complexity Analysis of Deep Q-Networks with $\epsilon$-Greedy Exploration","Shuai Zhang, Hongkang Li, Meng Wang, Miao Liu, Pin-Yu Chen, Songtao Lu, Sijia Liu, Keerthiram Murugesan, Subhajit Chaudhury","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a91de02871011d0090e662ffd6f2328-Abstract-Conference.html-Paper.pdf"
"Joint Data-Task Generation for Auxiliary Learning","Hong Chen, Xin Wang, Yuwei Zhou, Yijian Qin, Chaoyu Guan, Wenwu Zhu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a91fb5a4c03e0b6d889e1c52f775480-Abstract-Conference.html-Paper.pdf"
"On Proper Learnability between Average- and Worst-case Robustness","Vinod Raman, UNIQUE SUBEDI, Ambuj Tewari","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a952768bb85041f95ed06a5b60cf4d5-Abstract-Conference.html-Paper.pdf"
"Distributional Policy Evaluation: a Maximum Entropy approach to Representation Learning","Riccardo Zamboni, Alberto Maria Metelli, Marcello Restelli","2023","https://papers.nips.cc/paper_files/paper/2023/file/2a98af4fea6a24b73af7b588ca95f755-Abstract-Conference.html-Paper.pdf"
"Thin and deep Gaussian processes","Daniel Augusto de Souza, Alexander Nikitin, ST John, Magnus Ross, Mauricio A Álvarez, Marc Deisenroth, João Paulo Gomes, Diego Mesquita, César Lincoln Mattos","2023","https://papers.nips.cc/paper_files/paper/2023/file/2aa212d6f40c1cb19b777e83db00ec6a-Abstract-Conference.html-Paper.pdf"
"Human-like Few-Shot Learning via Bayesian Reasoning over Natural Language","Kevin Ellis","2023","https://papers.nips.cc/paper_files/paper/2023/file/2aa9b18b9ab37b0ab1fdaae46fb781d4-Abstract-Conference.html-Paper.pdf"
"CSLP-AE: A Contrastive Split-Latent Permutation Autoencoder Framework for Zero-Shot Electroencephalography Signal Conversion","Anders Nørskov, Alexander Neergaard Zahid, Morten Mørup","2023","https://papers.nips.cc/paper_files/paper/2023/file/2aab54135bd206ef6d4949ce17528d98-Abstract-Conference.html-Paper.pdf"
"Delegated Classification","Eden Saig, Inbal Talgam-Cohen, Nir Rosenfeld","2023","https://papers.nips.cc/paper_files/paper/2023/file/2aab664e0d1656e8b56c74f868e1ea69-Abstract-Conference.html-Paper.pdf"
"PTQD: Accurate Post-Training Quantization for Diffusion Models","Yefei He, Luping Liu, Jing Liu, Weijia Wu, Hong Zhou, Bohan Zhuang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2aab8a76c7e761b66eccaca0927787de-Abstract-Conference.html-Paper.pdf"
"Reward Finetuning for Faster and More Accurate Unsupervised Object Discovery","Katie Luo, Zhenzhen Liu, Xiangyu Chen, Yurong You, Sagie Benaim, Cheng Perng Phoo, Mark Campbell, Wen Sun, Bharath Hariharan, Kilian Q. Weinberger","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ab3163ee384cd46baa7f1abb2b1bf19-Abstract-Conference.html-Paper.pdf"
"Doubly Constrained Fair Clustering","John Dickerson, Seyed Esmaeili, Jamie H. Morgenstern, Claire Jie Zhang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ab87e2179b8ea209b52463802d62560-Abstract-Conference.html-Paper.pdf"
"ResShift: Efficient Diffusion Model for Image Super-resolution by Residual Shifting","Zongsheng Yue, Jianyi Wang, Chen Change Loy","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ac2eac5098dba08208807b65c5851cc-Abstract-Conference.html-Paper.pdf"
"WalkLM: A Uniform Language Model Fine-tuning Framework for Attributed Graph Embedding","Yanchao Tan, Zihao Zhou, Hang Lv, Weiming Liu, Carl Yang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ac879d1865475a7abc8dfc7a9c15c27-Abstract-Conference.html-Paper.pdf"
"Generalizing Nonlinear ICA Beyond Structural Sparsity","Yujia Zheng, Kun Zhang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2aebc17b683792a17dd4a24fcb038ba6-Abstract-Conference.html-Paper.pdf"
"Towards Characterizing the First-order Query Complexity of Learning (Approximate) Nash Equilibria in Zero-sum Matrix Games","Hedi Hadiji, Sarah Sachs, Tim van Erven, Wouter M. Koolen","2023","https://papers.nips.cc/paper_files/paper/2023/file/2af57f909a99113db071672da236a5f2-Abstract-Conference.html-Paper.pdf"
"Fast Conditional Mixing of MCMC Algorithms for Non-log-concave Distributions","Xiang Cheng, Bohan Wang, Jingzhao Zhang, Yusong Zhu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b00b3331bd0f5fbfdd966ac06338f6d-Abstract-Conference.html-Paper.pdf"
"How to Select Which Active Learning Strategy is Best Suited for Your Specific Problem and Budget","Guy Hacohen, Daphna Weinshall","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b09bb02b90584e2be94ff3ae09289bc-Abstract-Conference.html-Paper.pdf"
"Aligning Synthetic Medical Images with Clinical Knowledge using Human Feedback","Shenghuan Sun, Greg Goldgof, Atul Butte, Ahmed M. Alaa","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b1d1e5affe5fdb70372cd90dd8afd49-Abstract-Conference.html-Paper.pdf"
"Interpretable Graph Networks Formulate Universal Algebra Conjectures","Francesco Giannini, Stefano Fioravanti, Oguzhan Keskin, Alisia Lupidi, Lucie Charlotte Magister, Pietro Lió, Pietro Barbiero","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b2011a7d5396faf5899863d896a3c24-Abstract-Conference.html-Paper.pdf"
"GraphAdapter: Tuning Vision-Language Models With Dual Knowledge Graph","Xin Li, Dongze Lian, Zhihe Lu, Jiawang Bai, Zhibo Chen, Xinchao Wang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b25c39788e5cf11d3541de433ebf4c0-Abstract-Conference.html-Paper.pdf"
"FaceComposer: A Unified Model for Versatile Facial Content Creation","Jiayu Wang, Kang Zhao, Yifeng Ma, Shiwei Zhang, Yingya Zhang, Yujun Shen, Deli Zhao, Jingren Zhou","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b4caf39e645680f826ae0a9e7ae9402-Abstract-Conference.html-Paper.pdf"
"A Unified Solution for Privacy and Communication Efficiency in Vertical Federated Learning","Ganyu Wang, Bin Gu, Qingsong Zhang, Xiang Li, Boyu Wang, Charles X. Ling","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b5af479527167d4af78847a9b9b645f-Abstract-Conference.html-Paper.pdf"
"Optimization and Bayes: A Trade-off for Overparameterized Neural Networks","Zhengmian Hu, Heng Huang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b950a297fc888c95bfeb587ef000d70-Abstract-Conference.html-Paper.pdf"
"Understanding Social Reasoning in Language Models with Language Models","Kanishk Gandhi, Jan-Philipp Fraenken, Tobias Gerstenberg, Noah Goodman","2023","https://papers.nips.cc/paper_files/paper/2023/file/2b9efb085d3829a2aadffab63ba206de-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"Reproducibility in Multiple Instance Learning: A Case For Algorithmic Unit Tests","Edward Raff, James Holt","2023","https://papers.nips.cc/paper_files/paper/2023/file/2bab8865fa4511e445767e3750b2b5ac-Abstract-Conference.html-Paper.pdf"
"Meta-learning families of plasticity rules in recurrent spiking networks using simulation-based inference","Basile Confavreux, Poornima Ramesh, Pedro J. Goncalves, Jakob H Macke, Tim Vogels","2023","https://papers.nips.cc/paper_files/paper/2023/file/2bdc2267c3d7d01523e2e17ac0a754f3-Abstract-Conference.html-Paper.pdf"
"Joint Training of Deep Ensembles Fails Due to Learner Collusion","Alan Jeffares, Tennison Liu, Jonathan Crabbé, Mihaela van der Schaar","2023","https://papers.nips.cc/paper_files/paper/2023/file/2bde8fef08f7ebe42b584266cbcfc909-Abstract-Conference.html-Paper.pdf"
"Flexible Attention-Based Multi-Policy Fusion for Efficient Deep Reinforcement Learning","Zih-Yun Chiu, Yi-Lin Tuan, William Yang Wang, Michael Yip","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c23b3c72127e15fedc276722faee927-Abstract-Conference.html-Paper.pdf"
"Balanced Training for Sparse GANs","Yite Wang, Jing Wu, NAIRA HOVAKIMYAN, Ruoyu Sun","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c28efa5a86dca4b603a36c08f49f240-Abstract-Conference.html-Paper.pdf"
"Policy Optimization for Continuous Reinforcement Learning","HANYANG ZHAO, Wenpin Tang, David Yao","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c53bc01e30711a08f6ac86919193022-Abstract-Conference.html-Paper.pdf"
"PrimDiffusion: Volumetric Primitives Diffusion for 3D Human Generation","Zhaoxi Chen, Fangzhou Hong, Haiyi Mei, Guangcong Wang, Lei Yang, Ziwei Liu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c575c088de5cfef858b8837251f3027-Abstract-Conference.html-Paper.pdf"
"A Closer Look at the Robustness of Contrastive Language-Image Pre-Training (CLIP)","Weijie Tu, Weijian Deng, Tom Gedeon","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c6be9f09e08ca166cdc0aa26306c61f-Abstract-Conference.html-Paper.pdf"
"Model Spider: Learning to Rank Pre-Trained Models Efficiently","Yi-Kai Zhang, Ting-Ji Huang, Yao-Xiang Ding, De-Chuan Zhan, Han-Jia Ye","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c71b14637802ed08eaa3cf50342b2b9-Abstract-Conference.html-Paper.pdf"
"Investigating how ReLU-networks encode symmetries","Georg Bökman, Fredrik Kahl","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c74f005aabbf90a8f1747d99f387321-Abstract-Conference.html-Paper.pdf"
"Optimal and Fair Encouragement Policy Evaluation and Learning","Angela Zhou","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c7967a442300bff58e9d7b73aa26f24-Abstract-Conference.html-Paper.pdf"
"NICE: NoIse-modulated Consistency rEgularization for Data-Efficient GANs","Yao Ni, Piotr Koniusz","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c8047bf3ed8ef6905351608d641f02f-Abstract-Conference.html-Paper.pdf"
"Not All Out-of-Distribution Data Are Harmful to Open-Set Active Learning","Yang Yang, Yuxuan Zhang, XIN SONG, Yi Xu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2c8d9636f74d0207ff4f65956010f450-Abstract-Conference.html-Paper.pdf"
"Improving the Privacy and Practicality of Objective Perturbation for Differentially Private Linear Learners","Rachel Redberg, Antti Koskela, Yu-Xiang Wang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ceda49041816da6d5a34eb3b612607f-Abstract-Conference.html-Paper.pdf"
"Implicit Differentiable Outlier Detection Enable Robust Deep Multimodal Analysis","Zhu Wang, Sourav Medya, Sathya Ravi","2023","https://papers.nips.cc/paper_files/paper/2023/file/2cf153951b5e9b39564fc4a0ef6adc1a-Abstract-Conference.html-Paper.pdf"
"DSR: Dynamical Surface Representation as Implicit Neural Networks for Protein","Daiwen Sun, He Huang, Yao Li, Xinqi Gong, Qiwei Ye","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d025936bae21d2c2d4cc74779aa77c7-Abstract-Conference.html-Paper.pdf"
"A Theory of Transfer-Based Black-Box Attacks: Explanation and Implications","Yanbo Chen, Weiwei Liu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d0842550e6d92b0e27e7e810b1a4792-Abstract-Conference.html-Paper.pdf"
"Explaining V1 Properties with a Biologically Constrained Deep Learning Architecture","Galen Pogoncheff, Jacob Granley, Michael Beyeler","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d1ef4aba0503226330661d74fdb236e-Abstract-Conference.html-Paper.pdf"
"Revisiting Adversarial Training for ImageNet: Architectures, Training and Generalization across Threat Models","Naman Deep Singh, Francesco Croce, Matthias Hein","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d3b007613940def7a5ec9d6d635937b-Abstract-Conference.html-Paper.pdf"
"URL: A Representation Learning Benchmark for Transferable Uncertainty Estimates","Michael Kirchhof, Bálint Mucsányi, Seong Joon Oh, Dr. Enkelejda Kasneci","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d421cd0e763f9f01958a30bace955bf-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"FineMoGen: Fine-Grained Spatio-Temporal Motion Generation and Editing","Mingyuan Zhang, Huirong Li, Zhongang Cai, Jiawei Ren, Lei Yang, Ziwei Liu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d52879ef2ba487445ca2e143b104c3b-Abstract-Conference.html-Paper.pdf"
"StEik: Stabilizing the Optimization of Neural Signed Distance Functions and Finer Shape Representation","Huizong Yang, Yuxin Sun, Ganesh Sundaramoorthi, Anthony Yezzi","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d6336c1c2987e9d1d9894edd593478d-Abstract-Conference.html-Paper.pdf"
"Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale","Matthew Le, Apoorv Vyas, Bowen Shi, Brian Karrer, Leda Sari, Rashel Moritz, Mary Williamson, Vimal Manohar, Yossi Adi, Jay Mahadeokar, Wei-Ning Hsu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d8911db9ecedf866015091b28946e15-Abstract-Conference.html-Paper.pdf"
"Optimizing Solution-Samplers for Combinatorial Problems: The Landscape of Policy-Gradient Method","Constantine Caramanis, Dimitris Fotakis, Alkis Kalavasis, Vasilis Kontonis, Christos Tzamos","2023","https://papers.nips.cc/paper_files/paper/2023/file/2d950a2cfd8a75124c178a89545b97fd-Abstract-Conference.html-Paper.pdf"
"SoTTA: Robust Test-Time Adaptation on Noisy Data Streams","Taesik Gong, Yewon Kim, Taeckyung Lee, Sorn Chottananurak, Sung-Ju Lee","2023","https://papers.nips.cc/paper_files/paper/2023/file/2da53cd1abdae59150e35f4693834f32-Abstract-Conference.html-Paper.pdf"
"FouriDown: Factoring Down-Sampling into Shuffling and Superposing","Qi Zhu, man zhou, Jie Huang, Naishan Zheng, Hongzhi Gao, Chongyi Li, Yuan Xu, Feng Zhao","2023","https://papers.nips.cc/paper_files/paper/2023/file/2dae7d1ccf1edf76f8ce7c282bdf4730-Abstract-Conference.html-Paper.pdf"
"Participatory Personalization in Classification","Hailey Joren, Chirag Nagpal, Katherine A. Heller, Berk Ustun","2023","https://papers.nips.cc/paper_files/paper/2023/file/2dbb8bfe4cd3875609b23799830ee865-Abstract-Conference.html-Paper.pdf"
"A Neural Collapse Perspective on Feature Evolution in Graph Neural Networks","Vignesh Kothapalli, Tom Tirer, Joan Bruna","2023","https://papers.nips.cc/paper_files/paper/2023/file/2dd8a2a8685602586c1173f0b644d0e3-Abstract-Conference.html-Paper.pdf"
"ResoNet: Noise-Trained Physics-Informed MRI Off-Resonance Correction","Alfredo De Goyeneche Macaya, Shreya Ramachandran, Ke Wang, Ekin Karasan, Joseph Y. Cheng, Stella X. Yu, Michael Lustig","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e0bd92a1d3600d4288df51ac5e6be5f-Abstract-Conference.html-Paper.pdf"
"Eliminating Domain Bias for Federated Learning in Representation Space","Jianqing Zhang, Yang Hua, Jian Cao, Hao Wang, Tao Song, Zhengui XUE, Ruhui Ma, Haibing Guan","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e0d3c6ad1a4d85bef3cfe63af58bc76-Abstract-Conference.html-Paper.pdf"
"Pretraining task diversity and the emergence of non-Bayesian in-context learning for regression","Allan Raventós, Mansheej Paul, Feng Chen, Surya Ganguli","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e10b2c2e1aa4f8083c37dfe269873f8-Abstract-Conference.html-Paper.pdf"
"Two-Stage Predict+Optimize for MILPs with Unknown Parameters in Constraints","Xinyi Hu, Jasper Lee, Jimmy Lee","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e14be0332c04c76742710e417cedb2a-Abstract-Conference.html-Paper.pdf"
"Adaptive Normalization for Non-stationary Time Series Forecasting: A Temporal Slice Perspective","Zhiding Liu, Mingyue Cheng, Zhi Li, Zhenya Huang, Qi Liu, Yanhu Xie, Enhong Chen","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e19dab94882bc95ed094c4399cfda02-Abstract-Conference.html-Paper.pdf"
"Distance-Restricted Folklore Weisfeiler-Leman GNNs with Provable Cycle Counting Power","Junru Zhou, Jiarui Feng, Xiyuan Wang, Muhan Zhang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e2e7c2e3c2e70fa2e9756dce728fcca-Abstract-Conference.html-Paper.pdf"
"Computing a human-like reaction time metric from stable recurrent vision models","Lore Goetschalckx, Lakshmi Narasimhan Govindarajan, Alekh Karkada Ashok, Aarit Ahuja, David Sheinberg, Thomas Serre","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e351740d4ec4200df6160f34cd181c3-Abstract-Conference.html-Paper.pdf"
"ReHLine: Regularized Composite ReLU-ReHU Loss Minimization with Linear Computation and Linear Convergence","Ben Dai, Yixuan Qiu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e37e56599e3f49cc899f40ae4f5d1fa-Abstract-Conference.html-Paper.pdf"
"Improved Frequency Estimation Algorithms with and without Predictions","Anders Aamand, Justin Chen, Huy Nguyen, Sandeep Silwal, Ali Vakilian","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e49934cac6cb8604b0c67cfa0828718-Abstract-Conference.html-Paper.pdf"
"BCDiff: Bidirectional Consistent Diffusion for Instantaneous Trajectory Prediction","Rongqing Li, Changsheng Li, Dongchun Ren, Guangyi Chen, Ye Yuan, Guoren Wang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e57e2c14232a7b99cf76213e190822d-Abstract-Conference.html-Paper.pdf"
"Leave No Stone Unturned: Mine Extra Knowledge for Imbalanced Facial Expression Recognition","Yuhang Zhang, Yaqi Li, lixiong Qin, Xuannan Liu, Weihong Deng","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e6744370a8616c90d1e3b7a41993b7c-Abstract-Conference.html-Paper.pdf"
"ARTree: A Deep Autoregressive Model for Phylogenetic Inference","Tianyu Xie, Cheng Zhang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e9e513860b1342f3a12ebecf0528a21-Abstract-Conference.html-Paper.pdf"
"A One-Size-Fits-All Approach to Improving Randomness in Paper Assignment","Yixuan Xu, Steven Jecmen, Zimeng Song, Fei Fang","2023","https://papers.nips.cc/paper_files/paper/2023/file/2e9f9cde1b709281a06dd14f679e4c51-Abstract-Conference.html-Paper.pdf"
"Loss Dynamics of Temporal Difference Reinforcement Learning","Blake Bordelon, Paul Masset, Henry Kuo, Cengiz Pehlevan","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ea04b568a2deb2d000c59f3a72829b5-Abstract-Conference.html-Paper.pdf"
"REASONER: An Explainable Recommendation Dataset with Comprehensive Labeling Ground Truths","Xu Chen, Jingsen Zhang, Lei Wang, Quanyu Dai, Zhenhua Dong, Ruiming Tang, Rui Zhang, Li Chen, Xin Zhao, Ji-Rong Wen","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ebf43d20e5933ab6d98225bbb908ade-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"Fast Model DeBias with Machine Unlearning","Ruizhe Chen, Jianfei Yang, Huimin Xiong, Jianhong Bai, Tianxiang Hu, Jin Hao, YANG FENG, Joey Tianyi Zhou, Jian Wu, Zuozhu Liu","2023","https://papers.nips.cc/paper_files/paper/2023/file/2ecc80084c96cc25b11b0ab995c25f47-Abstract-Conference.html-Paper.pdf"
"Coherent Soft Imitation Learning","Joe Watson, Sandy Huang, Nicolas Heess","2023","https://papers.nips.cc/paper_files/paper/2023/file/2f0435cffef91068ced08d7c7d8e643e-Abstract-Conference.html-Paper.pdf"
"Exact Generalization Guarantees for (Regularized) Wasserstein Distributionally Robust Models","Waïss Azizian, Franck Iutzeler, Jérôme Malick","2023","https://papers.nips.cc/paper_files/paper/2023/file/2f060912eacace9ce61ef339205ec54c-Abstract-Conference.html-Paper.pdf"
"Supply-Side Equilibria in Recommender Systems","Meena Jagadeesan, Nikhil Garg, Jacob Steinhardt","2023","https://papers.nips.cc/paper_files/paper/2023/file/2f1486343c2c942a617e4f5bb0cc64c8-Abstract-Conference.html-Paper.pdf"
